player_name,age,position,club_involved,fee,transfer_period,year,season
Mário Rui,26,Left-Back,Empoli,0.0,out,Summer,2017,2017/2018
Juan Jesus,26,Centre-Back,Inter,0.0,out,Summer,2017,2017/2018
Federico Fazio,30,Centre-Back,Spurs,0.0,out,Summer,2017,2017/2018
Wojciech Szczesny,27,Goalkeeper,Arsenal,0.0,out,Summer,2017,2017/2018
Thomas Vermaelen,31,Centre-Back,Barcelona,0.0,out,Summer,2017,2017/2018
Clément Grenier,26,Central Midfield,Olympique Lyon,0.0,out,Summer,2017,2017/2018
Bruno Peres,27,Right-Back,Torino,0.0,out,Summer,2017,2017/2018
Jonathan Silva,23,Left-Back,Sporting CP,500000.0,in,Winter,2017,2017/2018
Emerson,23,Left-Back,Chelsea,20000000.0,out,Winter,2017,2017/2018
Héctor Moreno,30,Centre-Back,Real Sociedad,6000000.0,out,Winter,2017,2017/2018
Mário Rui,26,Left-Back,SSC Napoli,5750000.0,out,Winter,2017,2017/2018
Seydou Doumbia,30,Centre-Forward,Sporting CP,3000000.0,out,Winter,2017,2017/2018
Edoardo Soleri,20,Centre-Forward,UD Almería,0.0,out,Winter,2017,2017/2018
Jacopo Ferri,22,Right Winger,Renate,0.0,out,Winter,2017,2017/2018
Leandro Castán,31,Centre-Back,Cagliari Calcio,0.0,out,Winter,2017,2017/2018
Lorenzo Di Livio,21,Attacking Midfield,Matera,0.0,out,Winter,2017,2017/2018
Arturo Calabresi,21,Right-Back,Foggia,0.0,out,Winter,2017,2017/2018
Moustapha Seck,21,Left-Back,Novara,0.0,out,Winter,2017,2017/2018
Umar Sadiq,20,Centre-Forward,NAC Breda,0.0,out,Winter,2017,2017/2018
José Machín,21,Central Midfield,Pescara,0.0,out,Winter,2017,2017/2018
Abdullahi Nura,20,Right-Back,Perugia,0.0,out,Winter,2017,2017/2018
Patrik Schick,22,Centre-Forward,Sampdoria,42000000.0,in,Summer,2018,2018/2019
Steven Nzonzi,29,Defensive Midfield,Sevilla FC,26650000.0,in,Summer,2018,2018/2019
Javier Pastore,29,Attacking Midfield,Paris SG,24700000.0,in,Summer,2018,2018/2019
Justin Kluivert,19,Left Winger,Ajax,17250000.0,in,Summer,2018,2018/2019
Grégoire Defrel,27,Centre-Forward,Sassuolo,15000000.0,in,Summer,2018,2018/2019
Davide Santon,27,Right-Back,Inter,9500000.0,in,Summer,2018,2018/2019
Robin Olsen,28,Goalkeeper,FC Copenhagen,9000000.0,in,Summer,2018,2018/2019
Ante Coric,21,Attacking Midfield,Dinamo Zagreb,6000000.0,in,Summer,2018,2018/2019
Bryan Cristante,23,Defensive Midfield,Atalanta BC,5000000.0,in,Summer,2018,2018/2019
Nicolò Zaniolo,18,Right Winger,Inter,4500000.0,in,Summer,2018,2018/2019
Antonio Mirante,34,Goalkeeper,Bologna,4000000.0,in,Summer,2018,2018/2019
Daniel Fuzato,21,Goalkeeper,Palmeiras,500000.0,in,Summer,2018,2018/2019
Iván Marcano,31,Centre-Back,FC Porto,0.0,in,Summer,2018,2018/2019
Mirko Antonucci,19,Right Winger,Roma U19,0.0,in,Summer,2018,2018/2019
Luca Pellegrini,19,Left-Back,Roma U19,0.0,in,Summer,2018,2018/2019
Alisson,25,Goalkeeper,Liverpool,62500000.0,out,Summer,2018,2018/2019
Radja Nainggolan,30,Central Midfield,Inter,38000000.0,out,Summer,2018,2018/2019
Kevin Strootman,28,Central Midfield,Marseille,25000000.0,out,Summer,2018,2018/2019
